"","date","location","location_type","location_code","location_code_type","data_type","value"
"104",2020-04-12,"Virginia","state","51","fips_code","deaths_total",141
"105",2020-04-12,"Washington","state","53","fips_code","cases_total",10411
"106",2020-04-12,"Washington","state","53","fips_code","deaths_total",511
"107",2020-04-12,"West Virginia","state","54","fips_code","cases_total",615
"108",2020-04-12,"West Virginia","state","54","fips_code","deaths_total",8
"109",2020-04-12,"Wisconsin","state","55","fips_code","cases_total",3341
"110",2020-04-12,"Wisconsin","state","55","fips_code","deaths_total",145
"111",2020-04-12,"Wyoming","state","56","fips_code","cases_total",270
"112",2020-04-12,"Wyoming","state","56","fips_code","deaths_total",0
"113",2020-04-11,"Alabama","state","01","fips_code","cases_total",3262
"114",2020-04-11,"Alabama","state","01","fips_code","deaths_total",93
"115",2020-04-11,"Alaska","state","02","fips_code","cases_total",255
"116",2020-04-11,"Alaska","state","02","fips_code","deaths_total",6
"117",2020-04-11,"American Samoa","state","60","fips_code","cases_total",0
"118",2020-04-11,"American Samoa","state","60","fips_code","deaths_total",0
"119",2020-04-11,"Arizona","state","04","fips_code","cases_total",3393
"120",2020-04-11,"Arizona","state","04","fips_code","deaths_total",112
"121",2020-04-11,"Arkansas","state","05","fips_code","cases_total",1228
"122",2020-04-11,"Arkansas","state","05","fips_code","deaths_total",25
"123",2020-04-11,"California","state","06","fips_code","cases_total",22421
"124",2020-04-11,"California","state","06","fips_code","deaths_total",632
"125",2020-04-11,"Colorado","state","08","fips_code","cases_total",6893
"126",2020-04-11,"Colorado","state","08","fips_code","deaths_total",274
"127",2020-04-11,"Connecticut","state","09","fips_code","cases_total",11510
"128",2020-04-11,"Connecticut","state","09","fips_code","deaths_total",494
"129",2020-04-11,"Delaware","state","10","fips_code","cases_total",1479
"130",2020-04-11,"Delaware","state","10","fips_code","deaths_total",33
"131",2020-04-11,"District of Columbia","state","11","fips_code","cases_total",1778
"132",2020-04-11,"District of Columbia","state","11","fips_code","deaths_total",47
"133",2020-04-11,"Florida","state","12","fips_code","cases_total",18978
"134",2020-04-11,"Florida","state","12","fips_code","deaths_total",445
"135",2020-04-11,"Georgia","state","13","fips_code","cases_total",12261
"136",2020-04-11,"Georgia","state","13","fips_code","deaths_total",432
"137",2020-04-11,"Guam","state","66","fips_code","cases_total",681
"138",2020-04-11,"Guam","state","66","fips_code","deaths_total",5
"139",2020-04-11,"Hawaii","state","15","fips_code","cases_total",484
"140",2020-04-11,"Hawaii","state","15","fips_code","deaths_total",8
"141",2020-04-11,"Idaho","state","16","fips_code","cases_total",1407
"142",2020-04-11,"Idaho","state","16","fips_code","deaths_total",27
"143",2020-04-11,"Illinois","state","17","fips_code","cases_total",19180
"144",2020-04-11,"Illinois","state","17","fips_code","deaths_total",682
"145",2020-04-11,"Indiana","state","18","fips_code","cases_total",7435
"146",2020-04-11,"Indiana","state","18","fips_code","deaths_total",330
"147",2020-04-11,"Iowa","state","19","fips_code","cases_total",1510
"148",2020-04-11,"Iowa","state","19","fips_code","deaths_total",34
"149",2020-04-11,"Kansas","state","20","fips_code","cases_total",1283
"150",2020-04-11,"Kansas","state","20","fips_code","deaths_total",55
"151",2020-04-11,"Kentucky","state","21","fips_code","cases_total",1851
"152",2020-04-11,"Kentucky","state","21","fips_code","deaths_total",94
"153",2020-04-11,"Louisiana","state","22","fips_code","cases_total",20014
"154",2020-04-11,"Louisiana","state","22","fips_code","deaths_total",806
"155",2020-04-11,"Maine","state","23","fips_code","cases_total",616
"156",2020-04-11,"Maine","state","23","fips_code","deaths_total",19
"157",2020-04-11,"Maryland","state","24","fips_code","cases_total",7694
"158",2020-04-11,"Maryland","state","24","fips_code","deaths_total",207
"159",2020-04-11,"Massachusetts","state","25","fips_code","cases_total",22860
"160",2020-04-11,"Massachusetts","state","25","fips_code","deaths_total",686
"161",2020-04-11,"Michigan","state","26","fips_code","cases_total",23853
"162",2020-04-11,"Michigan","state","26","fips_code","deaths_total",1391
"163",2020-04-11,"Minnesota","state","27","fips_code","cases_total",1427
"164",2020-04-11,"Minnesota","state","27","fips_code","deaths_total",64
"165",2020-04-11,"Mississippi","state","28","fips_code","cases_total",2642
"166",2020-04-11,"Mississippi","state","28","fips_code","deaths_total",93
"167",2020-04-11,"Missouri","state","29","fips_code","cases_total",4024
"168",2020-04-11,"Missouri","state","29","fips_code","deaths_total",116
"169",2020-04-11,"Montana","state","30","fips_code","cases_total",377
"170",2020-04-11,"Montana","state","30","fips_code","deaths_total",6
"171",2020-04-11,"Nebraska","state","31","fips_code","cases_total",729
"172",2020-04-11,"Nebraska","state","31","fips_code","deaths_total",18
"173",2020-04-11,"Nevada","state","32","fips_code","cases_total",2720
"174",2020-04-11,"Nevada","state","32","fips_code","deaths_total",111
"175",2020-04-11,"New Hampshire","state","33","fips_code","cases_total",929
"176",2020-04-11,"New Hampshire","state","33","fips_code","deaths_total",23
"177",2020-04-11,"New Jersey","state","34","fips_code","cases_total",58151
"178",2020-04-11,"New Jersey","state","34","fips_code","deaths_total",2183
"179",2020-04-11,"New Mexico","state","35","fips_code","cases_total",1174
"180",2020-04-11,"New Mexico","state","35","fips_code","deaths_total",20
"181",2020-04-11,"New York","state","36","fips_code","cases_total",180458
"182",2020-04-11,"New York","state","36","fips_code","deaths_total",8627
"183",2020-04-11,"North Carolina","state","37","fips_code","cases_total",4310
"184",2020-04-11,"North Carolina","state","37","fips_code","deaths_total",86
"185",2020-04-11,"North Dakota","state","38","fips_code","cases_total",293
"186",2020-04-11,"North Dakota","state","38","fips_code","deaths_total",7
"187",2020-04-11,"Northern Mariana Islands","state","69","fips_code","cases_total",11
"188",2020-04-11,"Northern Mariana Islands","state","69","fips_code","deaths_total",2
"189",2020-04-11,"Ohio","state","39","fips_code","cases_total",6250
"190",2020-04-11,"Ohio","state","39","fips_code","deaths_total",247
"191",2020-04-11,"Oklahoma","state","40","fips_code","cases_total",1868
"192",2020-04-11,"Oklahoma","state","40","fips_code","deaths_total",93
"193",2020-04-11,"Oregon","state","41","fips_code","cases_total",1447
"194",2020-04-11,"Oregon","state","41","fips_code","deaths_total",51
"195",2020-04-11,"Pennsylvania","state","42","fips_code","cases_total",21774
"196",2020-04-11,"Pennsylvania","state","42","fips_code","deaths_total",515
"197",2020-04-11,"Puerto Rico","state","72","fips_code","cases_total",788
"198",2020-04-11,"Puerto Rico","state","72","fips_code","deaths_total",42
"199",2020-04-11,"Rhode Island","state","44","fips_code","cases_total",2349
"200",2020-04-11,"Rhode Island","state","44","fips_code","deaths_total",56
"201",2020-04-11,"South Carolina","state","45","fips_code","cases_total",3207
"202",2020-04-11,"South Carolina","state","45","fips_code","deaths_total",80
"203",2020-04-11,"South Dakota","state","46","fips_code","cases_total",626
"204",2020-04-11,"South Dakota","state","46","fips_code","deaths_total",6
"205",2020-04-11,"Tennessee","state","47","fips_code","cases_total",4983
"206",2020-04-11,"Tennessee","state","47","fips_code","deaths_total",107
"207",2020-04-11,"Texas","state","48","fips_code","cases_total",13206
"208",2020-04-11,"Texas","state","48","fips_code","deaths_total",266
"209",2020-04-11,"Utah","state","49","fips_code","cases_total",2206
"210",2020-04-11,"Utah","state","49","fips_code","deaths_total",18
"211",2020-04-11,"Vermont","state","50","fips_code","cases_total",711
"212",2020-04-11,"Vermont","state","50","fips_code","deaths_total",25
"213",2020-04-11,"Virgin Islands","state","78","fips_code","cases_total",51
"214",2020-04-11,"Virgin Islands","state","78","fips_code","deaths_total",1
"215",2020-04-11,"Virginia","state","51","fips_code","cases_total",5077
"216",2020-04-11,"Virginia","state","51","fips_code","deaths_total",130
"217",2020-04-11,"Washington","state","53","fips_code","cases_total",10224
"218",2020-04-11,"Washington","state","53","fips_code","deaths_total",498
"219",2020-04-11,"West Virginia","state","54","fips_code","cases_total",593
"220",2020-04-11,"West Virginia","state","54","fips_code","deaths_total",6
"221",2020-04-11,"Wisconsin","state","55","fips_code","cases_total",3213
"222",2020-04-11,"Wisconsin","state","55","fips_code","deaths_total",141
"223",2020-04-11,"Wyoming","state","56","fips_code","cases_total",261
"224",2020-04-11,"Wyoming","state","56","fips_code","deaths_total",0
"225",2020-04-10,"Alabama","state","01","fips_code","cases_total",3008
"226",2020-04-10,"Alabama","state","01","fips_code","deaths_total",80
"227",2020-04-10,"Alaska","state","02","fips_code","cases_total",244
"228",2020-04-10,"Alaska","state","02","fips_code","deaths_total",5
"229",2020-04-10,"American Samoa","state","60","fips_code","cases_total",0
"230",2020-04-10,"American Samoa","state","60","fips_code","deaths_total",0
"231",2020-04-10,"Arizona","state","04","fips_code","cases_total",3112
"232",2020-04-10,"Arizona","state","04","fips_code","deaths_total",97
"233",2020-04-10,"Arkansas","state","05","fips_code","cases_total",1202
"234",2020-04-10,"Arkansas","state","05","fips_code","deaths_total",24
"235",2020-04-10,"California","state","06","fips_code","cases_total",21366
"236",2020-04-10,"California","state","06","fips_code","deaths_total",594
"237",2020-04-10,"Colorado","state","08","fips_code","cases_total",6510
"238",2020-04-10,"Colorado","state","08","fips_code","deaths_total",253
"239",2020-04-10,"Connecticut","state","09","fips_code","cases_total",10538
"240",2020-04-10,"Connecticut","state","09","fips_code","deaths_total",448
"241",2020-04-10,"Delaware","state","10","fips_code","cases_total",1326
"242",2020-04-10,"Delaware","state","10","fips_code","deaths_total",32
"243",2020-04-10,"District of Columbia","state","11","fips_code","cases_total",1660
"244",2020-04-10,"District of Columbia","state","11","fips_code","deaths_total",38
"245",2020-04-10,"Florida","state","12","fips_code","cases_total",17960
"246",2020-04-10,"Florida","state","12","fips_code","deaths_total",418
"247",2020-04-10,"Georgia","state","13","fips_code","cases_total",11859
"248",2020-04-10,"Georgia","state","13","fips_code","deaths_total",425
"249",2020-04-10,"Guam","state","66","fips_code","cases_total",577
"250",2020-04-10,"Guam","state","66","fips_code","deaths_total",4
"251",2020-04-10,"Hawaii","state","15","fips_code","cases_total",463
"252",2020-04-10,"Hawaii","state","15","fips_code","deaths_total",8
"253",2020-04-10,"Idaho","state","16","fips_code","cases_total",1397
"254",2020-04-10,"Idaho","state","16","fips_code","deaths_total",25
"255",2020-04-10,"Illinois","state","17","fips_code","cases_total",17887
"256",2020-04-10,"Illinois","state","17","fips_code","deaths_total",607
"257",2020-04-10,"Indiana","state","18","fips_code","cases_total",6907
"258",2020-04-10,"Indiana","state","18","fips_code","deaths_total",300
"259",2020-04-10,"Iowa","state","19","fips_code","cases_total",1388
"260",2020-04-10,"Iowa","state","19","fips_code","deaths_total",31
"261",2020-04-10,"Kansas","state","20","fips_code","cases_total",1180
"262",2020-04-10,"Kansas","state","20","fips_code","deaths_total",50
"263",2020-04-10,"Kentucky","state","21","fips_code","cases_total",1702
"264",2020-04-10,"Kentucky","state","21","fips_code","deaths_total",90
"265",2020-04-10,"Louisiana","state","22","fips_code","cases_total",19253
"266",2020-04-10,"Louisiana","state","22","fips_code","deaths_total",755
"267",2020-04-10,"Maine","state","23","fips_code","cases_total",586
"268",2020-04-10,"Maine","state","23","fips_code","deaths_total",17
"269",2020-04-10,"Maryland","state","24","fips_code","cases_total",6968
"270",2020-04-10,"Maryland","state","24","fips_code","deaths_total",172
"271",2020-04-10,"Massachusetts","state","25","fips_code","cases_total",20974
"272",2020-04-10,"Massachusetts","state","25","fips_code","deaths_total",599
"273",2020-04-10,"Michigan","state","26","fips_code","cases_total",22646
"274",2020-04-10,"Michigan","state","26","fips_code","deaths_total",1280
"275",2020-04-10,"Minnesota","state","27","fips_code","cases_total",1335
"276",2020-04-10,"Minnesota","state","27","fips_code","deaths_total",57
"277",2020-04-10,"Mississippi","state","28","fips_code","cases_total",2469
"278",2020-04-10,"Mississippi","state","28","fips_code","deaths_total",82
"279",2020-04-10,"Missouri","state","29","fips_code","cases_total",3799
"280",2020-04-10,"Missouri","state","29","fips_code","deaths_total",105
"281",2020-04-10,"Montana","state","30","fips_code","cases_total",365
"282",2020-04-10,"Montana","state","30","fips_code","deaths_total",6
"283",2020-04-10,"Nebraska","state","31","fips_code","cases_total",679
"284",2020-04-10,"Nebraska","state","31","fips_code","deaths_total",18
"285",2020-04-10,"Nevada","state","32","fips_code","cases_total",2606
"286",2020-04-10,"Nevada","state","32","fips_code","deaths_total",86
"287",2020-04-10,"New Hampshire","state","33","fips_code","cases_total",885
"288",2020-04-10,"New Hampshire","state","33","fips_code","deaths_total",22
"289",2020-04-10,"New Jersey","state","34","fips_code","cases_total",54588
"290",2020-04-10,"New Jersey","state","34","fips_code","deaths_total",1932
"291",2020-04-10,"New Mexico","state","35","fips_code","cases_total",1091
"292",2020-04-10,"New Mexico","state","35","fips_code","deaths_total",19
"293",2020-04-10,"New York","state","36","fips_code","cases_total",170512
"294",2020-04-10,"New York","state","36","fips_code","deaths_total",7844
"295",2020-04-10,"North Carolina","state","37","fips_code","cases_total",3906
"296",2020-04-10,"North Carolina","state","37","fips_code","deaths_total",78
"297",2020-04-10,"North Dakota","state","38","fips_code","cases_total",278
"298",2020-04-10,"North Dakota","state","38","fips_code","deaths_total",7
"299",2020-04-10,"Northern Mariana Islands","state","69","fips_code","cases_total",11
"300",2020-04-10,"Northern Mariana Islands","state","69","fips_code","deaths_total",2
"301",2020-04-10,"Ohio","state","39","fips_code","cases_total",5878
"302",2020-04-10,"Ohio","state","39","fips_code","deaths_total",231
"303",2020-04-10,"Oklahoma","state","40","fips_code","cases_total",1794
"304",2020-04-10,"Oklahoma","state","40","fips_code","deaths_total",88
"305",2020-04-10,"Oregon","state","41","fips_code","cases_total",1371
"306",2020-04-10,"Oregon","state","41","fips_code","deaths_total",48
"307",2020-04-10,"Pennsylvania","state","42","fips_code","cases_total",20128
"308",2020-04-10,"Pennsylvania","state","42","fips_code","deaths_total",435
"309",2020-04-10,"Puerto Rico","state","72","fips_code","cases_total",725
"310",2020-04-10,"Puerto Rico","state","72","fips_code","deaths_total",39
"311",2020-04-10,"Rhode Island","state","44","fips_code","cases_total",2015
"312",2020-04-10,"Rhode Island","state","44","fips_code","deaths_total",49
"313",2020-04-10,"South Carolina","state","45","fips_code","cases_total",3065
"314",2020-04-10,"South Carolina","state","45","fips_code","deaths_total",72
"315",2020-04-10,"South Dakota","state","46","fips_code","cases_total",536
"316",2020-04-10,"South Dakota","state","46","fips_code","deaths_total",7
"317",2020-04-10,"Tennessee","state","47","fips_code","cases_total",4793
"318",2020-04-10,"Tennessee","state","47","fips_code","deaths_total",104
"319",2020-04-10,"Texas","state","48","fips_code","cases_total",12288
"320",2020-04-10,"Texas","state","48","fips_code","deaths_total",247
"321",2020-04-10,"Utah","state","49","fips_code","cases_total",2103
"322",2020-04-10,"Utah","state","49","fips_code","deaths_total",17
"323",2020-04-10,"Vermont","state","50","fips_code","cases_total",679
"324",2020-04-10,"Vermont","state","50","fips_code","deaths_total",24
"325",2020-04-10,"Virgin Islands","state","78","fips_code","cases_total",46
"326",2020-04-10,"Virgin Islands","state","78","fips_code","deaths_total",1
"327",2020-04-10,"Virginia","state","51","fips_code","cases_total",4509
"328",2020-04-10,"Virginia","state","51","fips_code","deaths_total",121
"329",2020-04-10,"Washington","state","53","fips_code","cases_total",9887
"330",2020-04-10,"Washington","state","53","fips_code","deaths_total",483
"331",2020-04-10,"West Virginia","state","54","fips_code","cases_total",537
"332",2020-04-10,"West Virginia","state","54","fips_code","deaths_total",5
"333",2020-04-10,"Wisconsin","state","55","fips_code","cases_total",3068
"334",2020-04-10,"Wisconsin","state","55","fips_code","deaths_total",131
"335",2020-04-10,"Wyoming","state","56","fips_code","cases_total",253
"336",2020-04-10,"Wyoming","state","56","fips_code","deaths_total",0
"337",2020-04-09,"Alabama","state","01","fips_code","cases_total",2838
"338",2020-04-09,"Alabama","state","01","fips_code","deaths_total",78
"339",2020-04-09,"Alaska","state","02","fips_code","cases_total",233
"340",2020-04-09,"Alaska","state","02","fips_code","deaths_total",5
"341",2020-04-09,"American Samoa","state","60","fips_code","cases_total",0
"342",2020-04-09,"American Samoa","state","60","fips_code","deaths_total",0
"343",2020-04-09,"Arizona","state","04","fips_code","cases_total",3018
"344",2020-04-09,"Arizona","state","04","fips_code","deaths_total",89
"345",2020-04-09,"Arkansas","state","05","fips_code","cases_total",1146
"346",2020-04-09,"Arkansas","state","05","fips_code","deaths_total",21
"347",2020-04-09,"California","state","06","fips_code","cases_total",20191
"348",2020-04-09,"California","state","06","fips_code","deaths_total",548
"349",2020-04-09,"Colorado","state","08","fips_code","cases_total",6202
"350",2020-04-09,"Colorado","state","08","fips_code","deaths_total",227
"351",2020-04-09,"Connecticut","state","09","fips_code","cases_total",9784
"352",2020-04-09,"Connecticut","state","09","fips_code","deaths_total",380
"353",2020-04-09,"Delaware","state","10","fips_code","cases_total",1209
"354",2020-04-09,"Delaware","state","10","fips_code","deaths_total",23
"355",2020-04-09,"District of Columbia","state","11","fips_code","cases_total",1523
"356",2020-04-09,"District of Columbia","state","11","fips_code","deaths_total",32
"357",2020-04-09,"Florida","state","12","fips_code","cases_total",16819
"358",2020-04-09,"Florida","state","12","fips_code","deaths_total",370
"359",2020-04-09,"Georgia","state","13","fips_code","cases_total",10885
"360",2020-04-09,"Georgia","state","13","fips_code","deaths_total",412
"361",2020-04-09,"Guam","state","66","fips_code","cases_total",542
"362",2020-04-09,"Guam","state","66","fips_code","deaths_total",4
"363",2020-04-09,"Hawaii","state","15","fips_code","cases_total",440
"364",2020-04-09,"Hawaii","state","15","fips_code","deaths_total",6
"365",2020-04-09,"Idaho","state","16","fips_code","cases_total",1353
"366",2020-04-09,"Idaho","state","16","fips_code","deaths_total",24
"367",2020-04-09,"Illinois","state","17","fips_code","cases_total",16422
"368",2020-04-09,"Illinois","state","17","fips_code","deaths_total",534
"369",2020-04-09,"Indiana","state","18","fips_code","cases_total",6351
"370",2020-04-09,"Indiana","state","18","fips_code","deaths_total",246
"371",2020-04-09,"Iowa","state","19","fips_code","cases_total",1270
"372",2020-04-09,"Iowa","state","19","fips_code","deaths_total",27
"373",2020-04-09,"Kansas","state","20","fips_code","cases_total",1116
"374",2020-04-09,"Kansas","state","20","fips_code","deaths_total",42
"375",2020-04-09,"Kentucky","state","21","fips_code","cases_total",1525
"376",2020-04-09,"Kentucky","state","21","fips_code","deaths_total",84
"377",2020-04-09,"Louisiana","state","22","fips_code","cases_total",18283
"378",2020-04-09,"Louisiana","state","22","fips_code","deaths_total",702
"379",2020-04-09,"Maine","state","23","fips_code","cases_total",560
"380",2020-04-09,"Maine","state","23","fips_code","deaths_total",16
"381",2020-04-09,"Maryland","state","24","fips_code","cases_total",6185
"382",2020-04-09,"Maryland","state","24","fips_code","deaths_total",139
"383",2020-04-09,"Massachusetts","state","25","fips_code","cases_total",18941
"384",2020-04-09,"Massachusetts","state","25","fips_code","deaths_total",503
"385",2020-04-09,"Michigan","state","26","fips_code","cases_total",21375
"386",2020-04-09,"Michigan","state","26","fips_code","deaths_total",1076
"387",2020-04-09,"Minnesota","state","27","fips_code","cases_total",1242
"388",2020-04-09,"Minnesota","state","27","fips_code","deaths_total",50
"389",2020-04-09,"Mississippi","state","28","fips_code","cases_total",2260
"390",2020-04-09,"Mississippi","state","28","fips_code","deaths_total",76
"391",2020-04-09,"Missouri","state","29","fips_code","cases_total",3539
"392",2020-04-09,"Missouri","state","29","fips_code","deaths_total",94
"393",2020-04-09,"Montana","state","30","fips_code","cases_total",354
"394",2020-04-09,"Montana","state","30","fips_code","deaths_total",6
"395",2020-04-09,"Nebraska","state","31","fips_code","cases_total",594
"396",2020-04-09,"Nebraska","state","31","fips_code","deaths_total",15
"397",2020-04-09,"Nevada","state","32","fips_code","cases_total",2456
"398",2020-04-09,"Nevada","state","32","fips_code","deaths_total",82
"399",2020-04-09,"New Hampshire","state","33","fips_code","cases_total",819
"400",2020-04-09,"New Hampshire","state","33","fips_code","deaths_total",21
"401",2020-04-09,"New Jersey","state","34","fips_code","cases_total",51027
"402",2020-04-09,"New Jersey","state","34","fips_code","deaths_total",1700
"403",2020-04-09,"New Mexico","state","35","fips_code","cases_total",989
"404",2020-04-09,"New Mexico","state","35","fips_code","deaths_total",17
"405",2020-04-09,"New York","state","36","fips_code","cases_total",159937
"406",2020-04-09,"New York","state","36","fips_code","deaths_total",7067
"407",2020-04-09,"North Carolina","state","37","fips_code","cases_total",3651
"408",2020-04-09,"North Carolina","state","37","fips_code","deaths_total",74
"409",2020-04-09,"North Dakota","state","38","fips_code","cases_total",269
"410",2020-04-09,"North Dakota","state","38","fips_code","deaths_total",5
"411",2020-04-09,"Northern Mariana Islands","state","69","fips_code","cases_total",11
"412",2020-04-09,"Northern Mariana Islands","state","69","fips_code","deaths_total",2
"413",2020-04-09,"Ohio","state","39","fips_code","cases_total",5512
"414",2020-04-09,"Ohio","state","39","fips_code","deaths_total",213
"415",2020-04-09,"Oklahoma","state","40","fips_code","cases_total",1684
"416",2020-04-09,"Oklahoma","state","40","fips_code","deaths_total",80
